"","tweets","sentiment","date","at_dummy"
"3060","I want a caramel frap from starbucks ",0,"Thu Jun 18 19:40:54 PDT 2009",0
"3061","@goddessofgodles Absolutely.  I love it!",4,"Sun May 31 06:58:03 PDT 2009",1
"3062","We've to do a school's work but I think we're gonna have a good time together ",4,"Sun Jun 07 11:25:21 PDT 2009",0
"3063","sore throat ",0,"Mon Jun 15 07:39:54 PDT 2009",0
"3064","@MakeupNewbie we still have half fun Sunday-y u start worrying about tomorrow?LOL let the fun hug u tight-we will see morrow  don u think?",4,"Sun Jun 07 16:54:39 PDT 2009",1
"3065","@DJPlaZma already back in michigan now ",0,"Mon Jun 01 19:17:04 PDT 2009",1
"3066","@ElleCMcG OMG recap  Sorry you had a crazy day, Laura!",0,"Tue Apr 07 05:12:56 PDT 2009",1
"3067","These lightning strikes are too close! ",0,"Fri Jun 05 16:59:26 PDT 2009",0
"3068","@suzybie Can we not just ignore him and not feed his ego by paying attention to him? Please? ",4,"Tue Jun 16 06:08:24 PDT 2009",1
"3069","ugh!!!!! guys are such idiots!!!!   ",0,"Fri Jun 05 18:00:35 PDT 2009",0
"3070","I JUST PRINTED OUT MY BOARDING PASS!!!!  Only thing is, I have no idea what gate...last time I thnk it said the gate. I could be wrong",4,"Tue Jun 02 19:01:26 PDT 2009",0
"3071","Is proud that he made it to the deans list... Again.  Bring it!!!",4,"Mon Jun 01 06:18:36 PDT 2009",0
"3072","Aah!! Graduation is over!! Beach party and final goodbyes! ",0,"Fri Jun 19 08:08:44 PDT 2009",0
"3073","where the hell is my asos order!?! i want my pocket rocket and cardigan !! ",0,"Sat Apr 18 13:44:02 PDT 2009",0
"3074","@mrlineup just finished cleaning @alBabyLineup butt his kaka was the color of the incredible HULK! ",0,"Sat Jun 20 10:46:42 PDT 2009",1
"3075","I don't like my pic thing being green oh next time I'm online I need to change it ",0,"Fri Jun 19 16:05:37 PDT 2009",0
"3076","@WookieWife yeah, I know  to bad we are going to be on set for one of those crappy &quot;step up&quot; style movies. at least it's in 3D",4,"Sun May 17 23:46:30 PDT 2009",1
"3077","heading back home... missing my bestie ",0,"Sun Jun 07 10:33:33 PDT 2009",0
"3078","OMG! If u have an iPhone go download &quot;melodica&quot;, it's simply crazy, what are u waiting for, it's only �0.59, beats spending �500  .",4,"Mon May 18 01:38:52 PDT 2009",0
"3079","Needs to get her head in the game! ",4,"Fri May 29 12:05:41 PDT 2009",0
"3080","@yikes77 I like the first one ",4,"Sun May 31 15:19:52 PDT 2009",1
"3081","2 hour delay...as of now ",0,"Sat Apr 18 08:00:43 PDT 2009",0
"3082","I love Tokio Hotel and I don´t know nothing about their new album  .Hope they came in Portugal in next tour",0,"Mon Jun 15 03:49:44 PDT 2009",0
"3083","@mintran Mu?n d? #webcamp qu� anh ?i (, nh�n ch? ?? h?p d?n ko ch?u ?c ",0,"Mon May 18 03:46:44 PDT 2009",1
"3084","Where the hell did this migrane come from?!?!?! ",0,"Sat May 30 20:56:36 PDT 2009",0
"3085","Ghey english.  gay candyman. im so tired!",0,"Sun Jun 07 13:04:33 PDT 2009",0
"3086","Can't believe I missed my 11111th Tweet ",0,"Sat Jun 06 00:31:30 PDT 2009",0
"3087","@OceanBlueEyes haha yeaaaa. you have tooooo  and omg is that you in your display!?!?",4,"Sat Jun 06 05:16:49 PDT 2009",1
"3088","german german german german exam in about an hour, nevous as hell!!!! i don't like 'mündliche prüfungen'  have to relaxxxxxx haha",0,"Mon Jun 15 05:09:53 PDT 2009",0
"3089","Not lookin forward to goin to work! Cnt wait 4 my coworker 2 get back on monday so I can take time off 2 see my fam n niece ",4,"Tue Jun 02 04:21:13 PDT 2009",0
"3090","i wonder kung sino kaya ang least young sa ating lahat @gschan @InkBlue @ItsJustDi @akomuzikera pero it doesn't matter. we all look young ",4,"Tue May 26 22:45:30 PDT 2009",1
"3091","@dadiaperbank ventral sounds more serious! good luck w/festival rest of the weekend! wish could go, but have to finish painting garage! ",0,"Fri Jun 19 20:10:47 PDT 2009",1
"3092","@emdanyell  No bueno. Don't worry...be happy...you're amazing...be happy...con-fi-dent....ok. Enough weird singing from me. :-D",0,"Sun May 31 10:16:11 PDT 2009",1
"3093","back from the mall with @ZGarsidex and Diala. Gonna miss you so much Diala, cant believe your leaving me!! ",0,"Sat Jun 06 07:41:00 PDT 2009",1
"3094","about to change Helen's bike tyre  - wish us both luck please :S",0,"Sat May 30 06:04:26 PDT 2009",0
"3095","@joheyyy No, it`s okay. ",4,"Fri May 29 00:57:58 PDT 2009",1
"3096","Beautiful Bad Girl...oh Danny it's like you are singing only to me ",4,"Sun May 03 00:55:45 PDT 2009",0
"3097","Staying up all night coloring, and watching movies  ...sweet.",4,"Wed Jun 03 01:53:53 PDT 2009",0
"3098","i stepped on a clothes censor since i'm off floor and chose to go barefoot. the fucking thing went half in my foot &amp; now i'm limping! ",0,"Mon Jun 01 16:13:18 PDT 2009",0
"3099","is back from Newquay  - BUT, the new iPhone software is out tomorrow :-D",0,"Tue Jun 16 11:07:47 PDT 2009",0
"3100","@indie_inside that makes me really happy ",4,"Fri May 22 02:01:27 PDT 2009",1
"3101","mama and ten puppies in gorazdu looking for help  how am i going to do that? www.hondenopvang.com",0,"Wed Jun 03 00:43:08 PDT 2009",0
"3102","oh, i can't sleep.. finally reached 1000 + text lmao ",4,"Mon Jun 01 00:05:47 PDT 2009",0
"3103","had sooooo much fun at bjs! lots of laughs and good times ",4,"Sun May 31 01:22:30 PDT 2009",0
"3104","@TheMusicPainter You got the Rhythm kilford! ",4,"Wed Jun 03 02:48:23 PDT 2009",1
"3105","@lizstrauss what I need is a roundup of what went on at #sobcon any links? ",4,"Sun May 17 03:56:45 PDT 2009",1
"3106","@5toSucceed We went to Gordon Biersch to eat, drink &amp; watch eight0eight play music. After @chariceq ate &amp; had 1 drink, she got sleepy. ",0,"Sun May 03 02:14:24 PDT 2009",1
"3107","Made it to Reston okay. Will be in the photo lab until 5P before heading to the church to pick up Jessye.  See you later!",4,"Sun May 03 10:12:25 PDT 2009",0
"3108","took bus homee, i wish i was with hunter ",0,"Thu Jun 18 15:24:05 PDT 2009",0
"3109","@Emzerli Aww haha, that's fine! Woo, I'm excited! ",4,"Sat Jun 06 12:28:29 PDT 2009",1
"3110","@skotte Hmm, you could always pack it up and go to ireland... that's what we did. But now we have to come back. ",0,"Tue Jun 02 03:13:15 PDT 2009",1
"3111","baby showerr time  i cant wait till babyy Hunter gets here!!",4,"Sun May 03 08:51:31 PDT 2009",0
"3112","@jackydoll I missed it  Seen it before though",0,"Tue Jun 16 05:25:59 PDT 2009",1
"3113","@kristennnn Nope! I still haven't gotten it yet! Maybe try sending it via FB? And you are totes making me want to really watch Alias now! ",4,"Mon Jun 15 17:49:42 PDT 2009",1
"3114","@JimmyWayne You know, PC Beach is absolutely beautiful today and supposed to be all week. ",4,"Mon Jun 15 07:46:04 PDT 2009",1
"3115","@KerryMc_UK  BEAVER CAMP!!!!!! We've been told they arent allowed to take ours overnight ",0,"Wed Jun 17 10:42:31 PDT 2009",1
"3116","Phew got into #imu class finally. Teachers are talking about picking a blog platform. I go WordPress ",4,"Mon Jun 15 09:27:53 PDT 2009",0
"3117","I burnt my tounge trying to drink hot tea ",0,"Mon Jun 01 12:08:08 PDT 2009",0
"3118","work is so busy today! good news is my boss gave me the okay to do summer classes ",4,"Sat May 30 11:44:43 PDT 2009",0
"3119","the babies are finally asleep! phew!  - well madinah's up but silent so i dont mind ;) urgh! im gonna be a terrible mother!",0,"Fri May 22 05:51:45 PDT 2009",0
"3120","planning for an overnight camp this weekend... havent figured out where ",0,"Tue Jun 02 02:59:42 PDT 2009",0
"3121","At Roxie's with the wrestlers. Not liking this band that's playing right now. ",0,"Sat May 30 21:41:55 PDT 2009",0
"3122","@cursedbyevil  that must be a very bad shop then",0,"Sat Jun 06 15:37:46 PDT 2009",1
"3123","just joined the ?????swim team! ",4,"Tue Apr 21 03:56:54 PDT 2009",0
"3124","@aurorawilbs 32. Ready to settle down methinks ",4,"Fri May 22 08:10:09 PDT 2009",1
"3125","That movie made me sad...going to sleep! Hope I dont have nightmares  ttyl",0,"Wed Jun 17 22:38:10 PDT 2009",0
"3126","I need my hair to look pretty for Thursday and Friday but how will that happen when it's supposed to pour outside?! ",0,"Tue Jun 16 04:02:47 PDT 2009",0
"3127","@verdilak after the bars turn out their lights.  i love that song so much.",4,"Wed Jun 03 09:30:55 PDT 2009",1
"3128","@ChristinaVOS to be honest, I have no idea and am still investigating all the various options. Very new to the concept of VA ",4,"Mon Jun 15 06:59:47 PDT 2009",1
"3129","Ah! So much to do in such little time! Leaving for China in 8 daysss!  I'm going with my family and my bestfriend! How awesome is that?!",4,"Sun May 31 12:54:39 PDT 2009",0
"3130","oh man just lost my nose stud. it had fallen at the bottom of the sofa. full on had a panic but its okay now cause i have it  phewwwww!",4,"Tue Jun 16 04:48:09 PDT 2009",0
"3131","Using iPod to cheat Trivial Persuit ",4,"Sat Jun 06 13:16:44 PDT 2009",0
"3132","watching the rain fall ",0,"Sat Jun 06 10:28:25 PDT 2009",0
"3133","just woke up. ",4,"Sat Jun 06 05:58:51 PDT 2009",0
"3134","@lizcerda aw i know i appreciate it darling  you are definitely a distraction but a good one! i love you very much",0,"Thu Jun 18 13:15:27 PDT 2009",1
"3135","okay i was wrong it was fun ",4,"Mon Jun 15 21:07:12 PDT 2009",0
"3136","Hey yall. So I got the twitelator app... But it doesn't have @ reply in it  sux but hey! Fromy I phone! Constitution hall in DC (cont…",0,"Sat Jun 20 08:41:16 PDT 2009",1
"3137","@beyoncerockzz I'm curious, how old are you? lol.. ",4,"Sat May 30 15:54:10 PDT 2009",1
"3138","finished with Battle For The Sun - not impressed at all ",0,"Sat Jun 06 20:03:25 PDT 2009",0
"3139","headin to da mall... txt it ",4,"Sun Apr 19 10:55:46 PDT 2009",0
"3140","I'm so sleepy but can't fall asleep ",0,"Thu Jun 18 20:37:15 PDT 2009",0
"3141","@alangoodenough good what did you do after dinner today ",4,"Sun Jun 07 14:45:22 PDT 2009",1
"3142","@EBischoff Oh Yeah! LA Lakers 2009 Playoff Champions Guaranteed ",4,"Sat May 30 14:39:25 PDT 2009",1
"3143","@Bennett902 for some reason i recall me having that you know  hurt aswell, i kept pushing it with my tounge though",0,"Sat Jun 20 05:36:37 PDT 2009",1
"3144","Ready  set, go! ~aloha",4,"Sun May 03 09:47:19 PDT 2009",0
"3145","@so_zwitschert There's supposed to be a &lt;3 at the end of my last tweet but I guess twitter ate it ",0,"Fri May 29 09:28:53 PDT 2009",1
"3146","@dannywood One day, I'm gonna wake up at 5am and go running - but not today. ",0,"Mon Apr 20 04:24:16 PDT 2009",1
"3147","im very blessed  looking forward to a peacefull week",4,"Mon Jun 15 21:15:16 PDT 2009",0
"3148","@musicalee I'm a LOSEr!  lol",0,"Sat Apr 18 22:51:39 PDT 2009",1
"3149","http://twitpic.com/6fmcx - after classes ",4,"Mon Jun 01 16:57:53 PDT 2009",0
"3150"," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name.",4,"Mon Jun 15 18:13:57 PDT 2009",1
"3151","is dreading work tomoz, wonders if everything was done correctly at close :S gonna double check everything b4 hand ",0,"Sun May 03 06:22:00 PDT 2009",0
"3152","@elp1207 I can't believe u posted that I'm taping it!!!!! ",0,"Mon Jun 22 19:18:45 PDT 2009",1
"3153","@Chasingkeegan Try more... jumping jacks! ",4,"Sat May 02 08:03:12 PDT 2009",1
"3154","@melissaeweiss i think they are slowly trying to phase us out  ",0,"Tue Apr 07 06:55:16 PDT 2009",1
"3155","@brookehaskins Snotty nose? Not on your own there. I'm dying today. ",0,"Mon Jun 15 23:01:14 PDT 2009",1
"3156","@AlexAllTimeLow I wish I lived in Sydney  I want to go to that signing + see you live",0,"Sat May 30 19:51:16 PDT 2009",1
"3157","Lutherstadt Wittenberg. One train station --&gt; no way to get a coffee. ",0,"Tue Jun 16 23:48:05 PDT 2009",0
"3158","Getting ready to go back to reality.. about to jump in the incredible Cabo ocean for the last time this trip.. ",0,"Tue Jun 23 07:35:04 PDT 2009",0
"3159","@MrMaxROI Hey, it's good to see you here! Will now follow you. Would be nice to have a photo! ",4,"Mon May 04 00:37:27 PDT 2009",1
"3160","I'm on IMVU...Hit me up ppl ",4,"Sun Jun 07 09:59:33 PDT 2009",0
"3161","Just finished watching the movie Grey Gardens.... Wow!  It was so good! Drew Barrymore did an amazing job.. Go Drew!  ",4,"Sat Apr 18 21:47:19 PDT 2009",0
"3162","hola  windy daaay",4,"Wed May 13 23:56:03 PDT 2009",0
"3163","Cut her bangs. (: they are spiffy straight bangs now, not retarded sad side bangs. ",4,"Sat Jun 06 13:14:48 PDT 2009",0
"3164","happy birthday &lt;3 ily  @shaunjumpnow",4,"Tue Jun 02 03:06:51 PDT 2009",1
"3165","@lewishowes - no one asked me to.  . If it were soon-ish, I'd visit. ",0,"Sat Jun 20 07:43:16 PDT 2009",1
"3166","Testin twitter ",4,"Mon Jun 01 06:56:23 PDT 2009",0
"3167","I'm okay!  I can't reply to tweets though ",0,"Fri Jun 19 08:41:53 PDT 2009",0
"3168","@freakyfir I know people who can do the whole Rubix cube in 3 mins. They always tell me to start with the white side first. ",4,"Fri Jun 05 17:51:47 PDT 2009",1
"3169","@Sarahs152 Well...We need to arrange a night out and I can see your new hair  When u wanna gooo oouttt?",4,"Sat May 30 06:54:58 PDT 2009",1
"3170","Ha this shit would happen 2 me the day b4 i leave ",0,"Fri Jun 05 19:42:49 PDT 2009",0
"3171","is home alone till tomorrow night  someone wanna come and stay with me!!!",0,"Sat Jun 06 11:57:59 PDT 2009",0
"3172","@dotmariusz After a bit of searching I can't find an existing meeting  I'll have to launch one, we'll meet via iChat conference calls.",0,"Sat Jun 20 02:28:33 PDT 2009",1
"3173","is wondering if it is possible to write on therealbeach's post thing, but i dont think so  and random people are following me ? :| :o",0,"Sun Jun 21 08:09:37 PDT 2009",0
"3174","@ladygaga you are amazing! keep up the good work! wish I had tickets to see you in the ukay  have a safe flight xD",0,"Sun Apr 19 11:05:12 PDT 2009",1
"3175","@Rockbuddy Hey Rockbuddy! ",4,"Wed Jun 03 03:55:47 PDT 2009",1
"3176","my neck hurts me ",0,"Sun May 17 10:49:27 PDT 2009",0
"3177","it is boring at the time now nobody who I can is here!!!!  ",0,"Fri Jun 19 10:08:52 PDT 2009",0
"3178","Why are people mean to puppies  aww",0,"Sat Jun 20 18:18:09 PDT 2009",0
"3179","Damn...what happen to the kattpack clique?..yall left me??? ",0,"Fri Jun 05 18:13:13 PDT 2009",0
"3180","Tired   Miss my huney!",4,"Sun Jun 07 10:50:23 PDT 2009",0
"3181","@bbayley yeahh but you're impossible to get a hold of these days  miss you!",0,"Thu Jun 18 04:06:38 PDT 2009",1
"3182","@Melissa_Randall I am lost. Please help me find a good home. ",0,"Thu Jun 18 21:27:58 PDT 2009",1
"3183","Watching Roman Holiday. ... Audrey Hepburn is adorable! ",4,"Sat Jun 06 20:10:53 PDT 2009",0
"3184","My throat hurts ",0,"Fri May 29 10:52:59 PDT 2009",0
"3185","@gilbirmingham gil, don't leave me  hahah",0,"Tue Jun 16 19:29:42 PDT 2009",1
"3186","on my way home from a fun night.. last show with Mike was fun.  also enjoyed catching up with a couple people. Good night.",4,"Thu May 14 02:01:49 PDT 2009",0
"3187","@OtakuRizu ugh, I know how that is, I had a full time and a part time job &gt;.&lt; now I has nossing ",0,"Wed Jun 17 00:41:32 PDT 2009",1
"3188","Wedding was very good  @iamlucindaj had a blast! Car ride back now.. 233 miles to go ",4,"Sun May 31 02:24:32 PDT 2009",1
"3189","Started looking for new jobs. Sent out 2 applications online. I'm so scared ",0,"Sun May 03 20:06:46 PDT 2009",0
"3190","asking people to join twitter ",0,"Wed Jun 17 11:30:43 PDT 2009",0
"3191","I dont get this ",0,"Wed Jun 17 08:56:36 PDT 2009",0
"3192","I'm awake. And not too thrilled about it. Didn't sleep well AT ALL. ",0,"Thu Jun 25 07:40:47 PDT 2009",0
"3193","@MoocherGirl oh noooo Moocher   What am I going to do without my Moocher Girl ((((((",0,"Sun May 03 19:56:19 PDT 2009",1
"3194","#FollowFriday @JamieGator @1MysteryGirl  @dmattpreston @JuanitaBerguson @rcul8r  &lt;--- Because they say nice things in their FF tweets ",4,"Fri May 29 19:43:04 PDT 2009",1
"3195","Lolz they have rearranged the seat reservations and we are &quot;stuck&quot; in first class ",4,"Sun Apr 19 03:49:03 PDT 2009",0
"3196","No 3.0 loving for me on my iPhone tip tonight  ah well looking forward to hearing about it ...",0,"Wed Jun 17 02:33:21 PDT 2009",0
"3197","Soooo excited for May 10th. The Nanny will be on Nick at Nite ",4,"Sun May 03 00:30:20 PDT 2009",0
"3198","@spufidoo We made it a &quot;rude box&quot;  before the teacher came in and started to type: Keywords AND error messages made more, ahem, Basic ",4,"Sun Apr 19 12:21:13 PDT 2009",1
"3199","@poopingrainbows ashlee! Dumbb dont say something like that! I thought something was wrong!!  butthead got me all worried",0,"Sun May 10 19:45:11 PDT 2009",1
"3200","my lampwork bracelet in this treasury  http://bit.ly/T5ia",4,"Mon Jun 15 11:58:43 PDT 2009",0
"3201","making pizza with my mom ",4,"Sat Jun 06 12:24:31 PDT 2009",0
"3202","@kevwilliamson Severed head! It's never been done before in a Scream movie. ",4,"Mon Jun 15 17:57:45 PDT 2009",1
"3203","Conan's TwitterTracker might give @JuliaRoy's TweetWeek a run for the money now. ",4,"Wed Jun 03 07:53:49 PDT 2009",1
"3204","Ironic how people fly in and out of your life. When you try to grab 'em they seem to fly away faster. ",0,"Tue May 26 22:31:48 PDT 2009",0
"3205","@Mnmissy glad to have ya aboard ",4,"Mon Jun 01 07:00:41 PDT 2009",1
"3206","@RealFrancesca sorry Fran got rid of it yesterday. 15 years with the same earring and now it's gone ",0,"Wed Jun 03 06:12:44 PDT 2009",1
"3207","back to school tomorrow  sad face ",0,"Sun May 31 12:15:35 PDT 2009",0
"3208","- All work and no play makes metoo a dull girl!!! ",0,"Wed Jun 17 00:03:28 PDT 2009",0
"3209","too excited about MIA next month!!! let's hope those rates don't change by next week ",4,"Sun Jun 07 11:04:34 PDT 2009",0
"3210","@chilly_o I tweeted u yesterday! 20 hrs ago probably! ",0,"Sun May 03 06:43:10 PDT 2009",1
"3211","@c_rmen aiyo  take care little carmen",0,"Mon May 18 08:01:07 PDT 2009",1
"3212","Hayden Panitierre is a potty mouth. But i fine potty mouth. ",4,"Sun May 31 19:05:14 PDT 2009",0
"3213","Winding up the day and week at the JACK - I'm helping my son with his IPASS math program - he's still mad at me for making him do it  ",4,"Fri May 29 14:55:09 PDT 2009",0
"3214","wahhh I got to get up tomorrow for work so no lie in this weekend ",0,"Sat Jun 20 14:36:52 PDT 2009",0
"3215","slightly burnt challah  The proof is in the eatin', though...",0,"Fri May 29 14:10:05 PDT 2009",0
"3216","@dznuts oh man i know, i wish i could sleep in everyday &amp; just go to work when i want to. but today is my day off so i'm sleeping in ",4,"Tue Jun 02 23:47:33 PDT 2009",1
"3217","moo. Sitting at the coffeehouse.   ",4,"Mon Jun 15 12:57:15 PDT 2009",0
"3218","@heatherxcobain http://www.smouch.net/lol there's a bouncy song for you ",4,"Sun May 31 11:13:46 PDT 2009",1
"3219","@m1ssRISS hmmm i see. i miss seeing u out. those were the days ",0,"Tue Jun 16 22:53:01 PDT 2009",1
"3220","@sljz @keithcsmith  Sara.. I'm not sure this state is big enough to handle Keith living in it. We would have to move to make room for him ",4,"Mon Jun 01 12:31:15 PDT 2009",1
"3221","@kelveggie22 Aww, sorry about what happened kelsey. ",0,"Sun May 31 18:05:21 PDT 2009",1
"3222","@KrisSahota Some one at college does. I don't have the stems. He has them though. We emailed them to him. *shrug* Neat though. ",4,"Sun Apr 19 06:39:21 PDT 2009",1
"3223","@alydenisof yep u did  still friday here in australia for another several long hrs",4,"Thu May 21 23:44:39 PDT 2009",1
"3224","Another update at http://www.cassidyapril.com more bad news on more sick animals ",0,"Thu Jun 18 15:42:15 PDT 2009",0
"3225","@atebits Tweetie is gorgeous ",4,"Mon Apr 20 04:13:51 PDT 2009",1
"3226","@KatStopFeeling i feel exactly the same way  *hugs*",0,"Mon Jun 15 05:09:35 PDT 2009",1
"3227","@Cortnee4Christ  God Bless you sis ",4,"Thu Jun 04 11:21:18 PDT 2009",1
"3228","@MzKellyBaby yeh like who's ur all time fav music artist? sorry for being vague ",0,"Sat Jun 06 16:24:03 PDT 2009",1
"3229","Finally going to royal Clayton, except I just had tacos  so just have appetizers - Photo: http://bkite.com/08dIo",0,"Fri Jun 05 21:41:25 PDT 2009",0
"3230","just ate breakfast. ",4,"Sat May 30 07:50:53 PDT 2009",0
"3231","...only cause I had a WAY awesomer big sister.  She's still way awesome.",4,"Sun May 17 21:18:52 PDT 2009",0
"3232","@Sengupta @krist0ph3r 4 Hours is more like what happened last time. I don't want to repeat that again ",4,"Sun Jun 07 13:52:10 PDT 2009",1
"3233","UGH i still hate you :| can't you just evaporate? fucking hell  :|",0,"Tue Jun 02 00:04:58 PDT 2009",0
"3234","went to lake travis and busted my toe,should be fun when i go to work ",0,"Sun May 31 18:32:00 PDT 2009",0
"3235","going out. ",4,"Fri May 29 22:16:09 PDT 2009",0
"3236","soo much to do and soo little time to do it in...i think after a month it might be time to unpack...still contemplating ",4,"Fri May 29 23:12:18 PDT 2009",0
"3237","Billy Elliot Best Musical 2009 ",4,"Sun Jun 07 20:02:48 PDT 2009",0
"3238","http://twitpic.com/7i4vw - &quot;I hope to see you on the finish line.&quot; I really have been missing you so much lately, please girl ",0,"Mon Jun 15 16:26:43 PDT 2009",0
"3239","so dissappointed right now guess its not meant to be ",0,"Tue Apr 07 02:52:22 PDT 2009",0
"3240","@punchdrunkfist he looks so awesome with sideburns *3* ...how about some stubble? ",4,"Mon Jun 15 16:55:13 PDT 2009",1
"3241","@samahsharif ohh great  xoxo",0,"Tue Jun 23 10:17:56 PDT 2009",1
"3242","Aaaaaaaaaaaaaaaaaah this weather suuuucks ",0,"Thu Jun 18 13:28:13 PDT 2009",0
"3243","@KtLeydon Am I not included in &quot;the rest of the family&quot; anymore? ",0,"Sun May 17 11:00:10 PDT 2009",1
"3244","need to increase the RAM in my macbook - and also buy a new battery. This thing only goes for ~2 hrs these days. Not enough ",0,"Fri Jun 05 22:36:22 PDT 2009",0
"3245","Thật bực mình khi ngư�?i lớn cứ nghĩ con nít xen vào chuyện của h�? nhưng h�? chưa bao h nghĩ theo chi�?u hư�?ng ngược lại. ",0,"Wed Jun 17 07:23:54 PDT 2009",0
"3246","@monkeyknopfler feeling sad about Sunday, hope this isn't the last one ever ",0,"Fri Jun 19 15:54:31 PDT 2009",1
"3247","i miss my laptop workingg  ",0,"Tue Jun 16 13:00:17 PDT 2009",0
"3248","I'm awake at 5.30 again ",0,"Fri Jun 05 21:44:51 PDT 2009",0
"3249","Good morning world....rise and shine. It is funny to wake up when your friends are just doing the opposite ",4,"Mon Jun 01 01:51:40 PDT 2009",0
"3250","@TimTheBlue thanks tim!!  x",4,"Fri May 22 00:38:47 PDT 2009",1
"3251","@chrisluvssixxam u r so funny Chris..I love reading your posts! Fun stuff  Enjoy !",4,"Thu May 14 07:18:29 PDT 2009",1
"3252","Tour Kick OFF THIS FRIDAY @ FITZGERALD'S in Houston, Texas ",4,"Mon Jun 01 18:28:25 PDT 2009",1
"3253","@mcflyharry CHILE REALLY MISS YOU ",0,"Fri Jun 19 14:35:05 PDT 2009",1
"3254","Chatting with my old boss. Sounds like he may be losing his job.  Send him (&amp; his family) some good thoughts/prayers/wishes.",0,"Thu Jun 18 18:16:10 PDT 2009",0
"3255","failing to integrate this application... ",0,"Fri Jun 05 14:18:18 PDT 2009",0
"3256","sad that cory isnt going to the movie  greg tricked me! haha jk",0,"Sun May 31 08:51:03 PDT 2009",0
"3257","@scottgal sorry to hear it  tomorrow is always a new day right?",0,"Fri Jun 19 22:27:41 PDT 2009",1
"3258","mum just started singing taylor swift randomly. wow, i must be rubbing off on her ",4,"Sat Jun 06 08:59:39 PDT 2009",0
"3259","Its time to go wash and clean the car ",0,"Sun Jun 21 05:48:08 PDT 2009",0
"3260","I find myself becoming emotionally drained ",0,"Tue Jun 16 19:01:59 PDT 2009",0
"3261","@JadeJonas92 Oh thats kool  x Urgh i dnt want 2 go back skool on Monday even if it is just 4 an exam lol =\ Ly XoXo",4,"Sat May 30 08:01:20 PDT 2009",1
"3262","Wrote a new poem but I can't think of a title.....who wanna read it and give me some ideas? ",4,"Wed Jun 03 06:52:52 PDT 2009",0
"3263","@ankita_gaba hain? abhi to tweet kiya about Killzone being an addiction? Anyways, I'm also in Twitter detox ",0,"Sat Jun 06 00:13:34 PDT 2009",1
"3264","@INKDMOM I know, right?!? I have such a lead foot ",0,"Fri May 29 10:14:51 PDT 2009",1
"3265","Still wondering are you connecting or making another connection, trust comes from believing those who make the recommendation 4 me ",4,"Mon May 18 01:40:59 PDT 2009",0
"3266","going to try and find a bachlorette party dress tomorro. Going 2 take my drug test for my new job 2morro. Not worred  excited for zoo job!",4,"Sun May 17 17:08:33 PDT 2009",0
"3267","@yasexy ! yayaa hahaaaaaaa i got you too ",4,"Thu Jun 04 09:22:35 PDT 2009",1
"3268","@SMILEYFACEJONEZ I jus checked n I already have the song downloaded!LOL..thats my joint! ",4,"Fri May 22 05:50:46 PDT 2009",1
"3269","GRRRRr I do an 'urgent' piece of work for the end of April and only now do I get feedback on it.  ",0,"Wed Jun 17 01:07:01 PDT 2009",0
"3270","@sarabellaphoto  Sounds like fun!!  too  bad bout' this weather....Baby shoot eh?  can't wait to see some previews....have fun ",4,"Sat Jun 06 14:01:16 PDT 2009",1
"3271","aw fuck! snaped my tv cable wire!  no tv 4 me ",0,"Sun May 31 12:04:16 PDT 2009",0
"3272","@carocat oh come on!   When you were 20 you were worried about that as well    lol",4,"Sat May 30 15:56:05 PDT 2009",1
"3273","@nandiaramos  I only have freedom today - gulp. Going back to normal school tomorrow  or, as normal as it can be these days.  But I'm",0,"Thu May 14 01:21:50 PDT 2009",1
"3274","~39 dayz~   ",0,"Fri Jun 05 13:36:33 PDT 2009",0
"3275","8-&gt; =p~ as in hnde ko macontain happiness ko in life!!!!  ",4,"Sun Jun 07 00:53:36 PDT 2009",0
"3276","@OatsyWilliams wow ha that was entertaining?  haha interesting.",4,"Mon Jun 01 23:12:03 PDT 2009",1
"3277","got faith in howard. ",4,"Fri May 29 21:27:45 PDT 2009",0
"3278","@pennyxlane the guys were lame lol.. just wasnt fun ",0,"Sat Apr 18 10:16:37 PDT 2009",1
"3279","@AndrewRimmer That would be cool, but what if your pomodoro was to actually catch up on Twitter/RSS etc.. Oh noes!  Monitor process usage?",4,"Thu May 14 02:31:20 PDT 2009",1
"3280","What's with my twitterberry? Looks like my friends havent updated since yesterday. Either ya'll are sleeping or I have no friends ",0,"Tue Jun 02 09:21:53 PDT 2009",0
"3281","what a loooong dayy. BUT a lovelyy one. ",4,"Sat May 30 10:07:32 PDT 2009",0
"3282","@ForBeatlesFans could you follow me here too? ",4,"Sun May 31 07:13:56 PDT 2009",1
"3283","@TheRealRyanHiga OH I have an idea you can go up to the TV. ",4,"Sun Jun 14 23:05:49 PDT 2009",1
"3284","mooorning tweets! yay jerry is comin to reading today! and fingers crossed for two nights!  xxx",4,"Mon Jun 01 02:36:30 PDT 2009",0
"3285","@JoeCyclone Yes. Extremely. I was watching it while eating, doing laundry &amp; packing for a trip -- can't usually sit too long either. ",4,"Fri May 29 07:49:36 PDT 2009",1
"3286","@aligibb thank you!! I texted Brigette about tomorrow. She didn't answer  I want to go. People are joining Twitter!! NOOOO",0,"Fri Jun 19 21:35:19 PDT 2009",1
